Summary,Document
The goal of this model is to form a better predictive model to classify wire breaks in prestressed concrete cylinder pipes .Various features of the cylinder pipes were used and four state of the art Machine learning algorithms were used in modelling the cyclinder data,"The following model utilizes a dataset of 2000 sections of PCCP including 10 features such as length, class, wire diameter, wire spacing, # of wire turns, thickness of cylinder, soil resistivity, potential value, line current discharge, and land use.A machine learning ensemble of four state-of-the-art algorithms was created to achieve best of breed results. These models were: a) two-class averaged perceptron, b) two-class bayes point machines, c) two class decision jungle, and d) two-class locally deep support vector machines. All performed similarly. Their accuracies were 0.9664, 0.9674, 0.9677, and 0.9557, respectively.
To qualify these results, these accuracies occurred at a recall value of 0. This indicates the model is saturated with false negatives (a wire break actually occurred, but the model predicted no wire break).
The level of recall determines how cautious the model should be in predicting no wire breaks. If you predict a break and it actually is fine you've wasted thousands of dollars rehabilitating a good pipe section.
If you predict a clean wire but it breaks, the pipe bursts costing millions of dollars in damage.As one can see, a high recall is desirable in situations where the cost of a false negative is tremendous. For small pipes the cost of a false negative may be acceptable, but the price of a false negative in large pressurized pipes is unacceptable. Therefore, this model will be reworked to achieve a recall of close 1 and bring false negative predictions close to zero.

This project is on an ""as-is"" basis and makes no warranties regarding any information provided on or through it. It disclaims any liability for damages resulting from the model's use. This model still is not ready for practical application."
"The goal of this predictive task is to predict the decay state of rotating equipment, modelling was done using Support Vector Regression and its varients like Basic Linear Regression and Decision Forest algorithms with SVMR were also used.","In the past years, we have witnessed dramatic drops in oil and gas prices. This has disrupted the industry players in moving to a “doing more with less without increasing the risk exposure significantly” business strategy. One of the key enablers is the digital disruption where big data and advanced analytics drives the decisions. In this experiment we are demonstrating prediction of decay state of rotating equipment using support vector machine regression (SVMR) algorithm. We have also tested Basic Linear Regression and Decision Forest algorithms with SVMR. The Gas Turbine Compressor state is being modelled as a performance decay state metric which is measured as 1 to 0, 1 meaning delivering 100% of the nominal performance.“The data was obtained from a numerical simulator of a naval vessel (Frigate) characterized by a Gas Turbine (GT) propulsion plant. The different blocks forming the complete simulator (Propeller, Hull, GT, Gear Box and Controller) have been developed and fine tuned over the year on several similar real propulsion plants. In view of these observations the available data are in agreement with a possible real vessel.” A series of measures (16 variables) which indirectly represents the state of the system subject to performance decay has been acquired and stored in the dataset over the parameter’s space: • Lever position (lp) • Ship speed (v) [knots] • Gas Turbine (GT) shaft torque (GTT) [kN m] • GT rate of revolutions (GTn) [rpm] • Gas Generator rate of revolutions (GGn) [rpm] • Starboard Propeller Torque (Ts) [kN] • Port Propeller Torque (Tp) [kN] • Hight Pressure (HP) Turbine exit temperature (T48) [C] • GT Compressor inlet air temperature (T1) [C] • GT Compressor outlet air temperature (T2) [C] • HP Turbine exit pressure (P48) [bar] • GT Compressor inlet air pressure (P1) [bar] • GT Compressor outlet air pressure (P2) [bar] • GT exhaust gas pressure (Pexh) [bar] • Turbine Injecton Control (TIC) [%] • Fuel flow (mf) [kg/s] • GT Compressor decay state coefficient • GT Turbine decay state coefficient A series of measures (16 features) which indirectly represents of the state of the system subject to performance decay has been acquired and stored in the dataset over the parameter's space.The dataset could be downloaded from the UCI website http://archive.ics.uci.edu/ml/datasets/Condition+Based+Maintenance+of+Naval+Propulsion+Plants# Detailed explanation could be obtained from the paper “A. Coraddu, L. Oneto, A. Ghio, S. Savio, D. Anguita, M. Figari, Machine Learning Approaches for Improving Condition?Based Maintenance of Naval Propulsion Plants, Journal of Engineering for the Maritime Environment, 2014, DOI: 10.1177/1475090214540874” The data is in csv format without the header names. The dataset has been imported to ML Studio and the column names has been added. Data is clean, there are no missing data. Two columns, GT Compressor Inlet Air Pressure and GT Compressor Inlet Air Temperature have constant numbers, these were removed from the data. Exploratory data analysis has been performed using PowerBI. The workbook could be found here http://bit.ly/1peBdIU . PowerBI Desktop has to be downloaded and the pbix file opened locally. Some of the features such as R Language capabilities needs the desktop version. Looking at the histograms, we do see skewed distributions in some of the variables, hence there is room for improvement with scaling. A R scatter plot reveals correlations between some of the variables. A feature extraction module has been used to extract 8 variables, Pearson correlation has been used. Other methods have not been tested, hence there is room for improvement. The features that has been chosen are as follows • GT Compressor outlet air temperature (T2) [[C]] • HP Turbine exit temperature (T48) [[C]] • Turbine Injecton Control (TIC) [[%]]
Gas Generator rate of revolutions (GGn) [[rpm]] • Fuel flow (mf) [[kg/s]] • GT Compressor outlet air pressure (P2) [[bar]],HP Turbine exit pressure (P48) [[bar]], Gas Turbine shaft torque (GTT) [[kN m]].We have selected 3 algorithms based on a priori experience of the author • Linear Regression (LR) • Decision Forest Regression (DFR) • Support Vector Machine Regression (SVMR) LR and DFR are supported out of the box by Azure Machine Learning Blocks, SVMR is being implemented using the R Model block. As the R Model block doesn’t support Evaluate Model block connection, an Execute R Script Module has been used to calculate the R Squared. Linear Regression LR is being used to uncover the dependencies using a parsimonious model. The model parameters were calculated as follows • Bias 2.16171 • Fuel flow (mf) [[kg/s]] -0.30294 • T Compressor outlet air pressure (P2) [[bar]] 0.0297791 • HP Turbine exit pressure (P48) [[bar]] -0.00537372 • GT Compressor outlet air temperature (T2) [[C]] -0.00280191 • HP Turbine exit temperature (T48) [[C]] 0.000423961 • Turbine Injecton Control (TIC) [[%]] -0.0000285644 • Gas Turbine shaft torque (GTT) [[kN m]] 0.00000583789 • Gas Generator rate of revolutions (GGn) [[rpm]] 2.18397e-7 Decision Forest Regression DFR is known for its robustness, hence this algorithm is expected to provide acceptable results with out of the box Azure Machine Learning blocks in the simplest way. The model has generated 8 separate trees and the forest is below.Support Vector Model Regression SVRM is not supported in Azure Machine Learning as an out of the box block. R Model block is being used to create the block. As the R Model doesn’t support Sweep Parameters Block, we have pre trained the algorithm in R Studio to find the best possible parameters for epsilon and cost. The below code ran for ran for 20 hours on a Lenovo W540 Laptop with 32GB RAM and 4 core (8 with HT) i7 CPU. library(e1071) tuneResult <- tune(svm, Y ~ X, data = data, ranges = list(epsilon = seq(0,1,0.01), cost = 2^(2:9))) tunedModel <- tuneResult$best.model The parameters of the best model was cost=512 epsilon=0.3 gamma=0.06666667

The SVMR R Model was created with the following code Trainer Script library(e1071) model <- svm(get('GT Compressor decay state coefficient') ~ ., dataset, type=""eps-regression"", cost=512, epsilon=0.3, gamma=0.06666667) Scorer Script library(e1071) scores <- data.frame(predict(model, dataset)) names(scores) <- c(""PredictedGTDecayCoefficient"") As the R Model doesn’t support Evaluate Model connection yet, we’ve used an Execute R Script block to calculate the R Squared / Coefficient of Determination dataset1 <- maml.mapInputPort(1) CoefficientofDetermination <- cor(dataset1$PredictedGTDecayCoefficient, dataset1[""GT Compressor decay state coefficient""])^2 data.set <- as.data.frame(c(""CoefficientofDetermination"", CoefficientofDetermination)) maml.mapOutputPort(""data.set""); R Squared values for the 3 methods are as follows • LR 0.67 • DFR 0.97 • SVMR 0.996 The Results are a very promising with the DFR and SVMR although it needs a more thorough analysis. Another way of looking at the accuracy might be comparing the GT Compressor Decay values with the predictions of the 3 models. SVMR provides the most precise predictions while the variation of the prediction is the lowest. The prediction of the SVMR needs further analysis with new data whenever possible to prevent overfitting. Also a K Folds Cross Validation could be added to the experiment."
This sample demonstrates how to use multiclass classifiers and feature hashing in Azure ML Studio to classify news into different categories,"This sample demonstrates how to use multiclass classifiers and feature hashing in Azure ML Studio to classify news into categories.We used the 2004 Reuters news dataset. The training set has about 23,000 examples, and the test set has 781,000 examples. The original dataset has 103 categories that are organized into four hierarchies . Corporate-Industrial (CCAT), Government and Social (GCAT),Economics and Economic Indicators (ECAT) and Securities and Commodities Trading and Market (MCAT).For this experiment, we used the names of the hierarchies as the label, or attribute to predict. Thus we were solving a multiclass classification problem with four classes. The original news articles might belong to one or more hierarchies. For those articles, a separate example was created for each combination of label and article, so that the articles had the same features but different label. For instance, if an article belonged to CCAT and GCAT, two examples would exist in the label data set, one for CCAT, and the other one for GCAT.
The training and test articles, as well as labels, were available as files stored in Azure public blob storage.Because the original Reuters data did not have column headings, after reading the data from storage we replaced the dummy column headings with meaningful column names, using Metadata Editor.For the label data, we used only the rows already tagged with hierarchy names (CCAT,ECAT,GCAT,MCAT). Then we joined the label data to tag the unlabeled train and test data by using the Join module. We also removed duplicate rows using the Remove Duplicate Rows module.We used the Feature Hashing module to convert the plain text of the articles to integers and used the integer values as input features to the model.The accuracy of the One-vs-All classifier was 71.7%, compared to accuracy of 69.6% for the native multiclass classifier (Multiclass Decision Forest).All accuracy values were computed and compared using custom script in the Execute R Script module. The following graphic showed the confusion matrices for the One-vs-All classifier on the left, and the Multiclass Decision Forest model on the right.From these results, you can see that the ""Economics and Economic Indicators (ECAT)"" category had the worst prediction accuracy."
"Combining fracking job data with oil/gas production data, we build a classification model to predict the success of secondary completions.","FracFocus, a national hydraulic fracturing chemical registry, is a site where oil/gas companies may voluntary submit information about frack jobs (e.g., chemicals used, depth of job, etc.). This machine learning experiment sources data from a subset of the jobs ran between 2010 – 2013. Specifically, we consider “secondary completions” in the state of Texas i.e. a frack job representing a completion on an existing wellbore. Using production output from the Railroad Commission of Texas, we can compare the average amount of oil/gas prior to and following the fracking job. To see a visualization of this data, download the sample PowerBI Desktop file from http://1drv.ms/1ozADp3 (Note, you will need to download the Power BI Desktop application in order to open this file).For our machine learning experiment, the fracking and production data is joined into a single table.To build a predictive model, we consider operator, country, water volume, vertical depth, a subset of popular chemicals, and whether this job was for oil or gas. We also attempt to identify the likely supplier of the frack job (TopNamedSupplier) based on information in the frack job’s chemical report. Production Change, expressed as a percentage, represents the average change in oil/gas production; Large Production Increase is set to 1 for production changes of 100% or more. This experiment attempts to predict the Large Production Increase value using the Two-Class Logistic Regression algorithm – a type of binary classification (note: the Production Change value could alternatively be used as part of a regression model). Holding back 20% of the data for testing purposes, we are able to make predictions with roughly 70% accuracy."
This solution uses SQL Server 2017 + ML Services with R or Python to train a machine learning model to categorize text.,"This solution describes how to train a machine learning model using SQL Server Machine Learning Services to categorize incoming text. This solution uses a preprocessed version of the NewsGroups20, containing a Subject (extracted from the raw text data), a Text, and a Label (20 classes). Note this has a similar structure to a support ticket data set which would also have two data fields: Title and Problem description."
This model was developed as a part of Chantilly High School science fair project with classification models.,"This project tries to identify cloud-based machine learning solutions for threats from terrorism and other malicious activities and to find out possible ways to quickly detect biochemical threats to the United States environment. The research in our project includes the water quality monitoring data from the Environmental Protection Agency (EPA) monitoring station, Microsoft Azure Machine Learning Studio, personal laptops, WebEx for web meetings and collaborations, and telephones for conference calls with EPA and Microsoft Subject Matter Experts. The steps of the experiment include data collection of free chlorine, pH, conductivity, turbidity, Ultraviolet Rays (UVA), and Oxidation- Reduction Potential (ORP’s), algorithm selection, training, scoring, validating, reviewing results, refining models and publishing trained models. The outcomes were classification based on machine learning algorithms to detect anomalies in water quality data. The Support Vector Machine (SVM) and K-Means cluster helped in classifying data sets into two or three clusters that can facilitate anomaly detection systems. The Two-Class classifiers helped in predicting potential values based on the time step data from the monitoring stations. It was concluded that Microsoft Azure Cloud-based Machine Learning mechanisms were easier to experiment with and to train models using various Machine Learning algorithms with large sets of data. These experiments did not require a huge set-up of many computers necessary for processing such large sets of numerical data using complicated machine learning algorithms such as K-means, Support Vector Machine (SVM), perceptron, Bayesian classifiers and neural networks. Therefore, we can simplify the implementation of complex machine learning techniques to understand patterns from millions and millions of sensor data received by the EPA and/or Homeland Security. This experimental methodology can be extended to support additional sensor data from homes, schools, community centers and other water quality data collection venues using contemporary water quality measuring instruments. The additional sensor data can be retrieved using the concept of Internet of Things (IoT) to quickly detect anomalies in water quality from potential biochemical terrorist or other malicious activities."
Churn model using NN and SVM for ‘F3: Fall Footbal Fanatica’ app with demographic breakdown for customers who do and do not churn.,"The online mobile app ‘F3: Fall Footbal Fanatica’ earns money by pushing adds to the subscribers. To these ends in support of real time add auctions, it is important to understand who the subscribers are and who does and does not stay with the app. The ‘HARMAN ANALYTICS: F3 Media Churn Analysis NN & SVM’ experiment illustrates a neural net and SVM within Azure ML that predicts churn.Specifically: the experiment:Has a common imputation process to fill in missing data by interpolation.Splitting dataset into a training (5%) and reserve test (95%) subsets.Training both a neural net and SVM with the training set.Evaluation: a) Confirming model predictivity using the training and reserve test set (excluded from the training) b) Use of R- for simple graphics to illustrate the age and gender demographics of the true-positive, false-negative, true-negative and false-positive subsets."
Template experiment for performing document classification using logistic regression. Includes cross-validation and training output,"This is a template experiment for performing document classification using logistic regression. It includes cross-validation and model output summary steps. The included data represents a variation on the common task of sentiment analysis, however this experiment structure is well-suited to multiclass text classification needs more generally as well.This dataset contains approximately 10,000 tweets that have been labeled using the CrowdFlower platform as conveying either Happiness or Sadness. That makes this dataset a unique perspective on the popular topic of sentiment analysis. While sentiment analysis typically focuses on expressions of positive or negative opinion, this data is alternatively more grounded in emotional states.The data contains 3 columns, two of which (label and features) are explicitly expected by the experiment as it is set up id_nfpu: This is a unique identifier for each piece of data. This is useful if you are only passing part of your data to the classifier, and want to be able to stitch predictions back together with other metadata later on. Here, labels are either ""happiness"" or ""sadness"", representing the two emotional states of posts being classified.features: This column contains the text to which the label applies. It will get transformed into features used by the model during training and prediction.This data is subjected to three standard transformation/cleaning steps:Converting the ""label"" column to be a categorical variable,Removing any rows for which the label column is missing a value,Stripping out non-alphanumeric characters and converting text to lower case,Feature extraction is done using AML's native Feature Hashing module, here set to fairly conservative parameters of unigram features and 12-bit hashing.,A logistic regression classifier is used. While the example data included with this experiment only contains two labels to predict, the model is created as one-vs-all multiclass.,In addition to training up a model, cross-validation is included (defaults to 5-fold). Summary statistics for cross-validation can be viewed directly via the output port of the Evaluate Model node, and predictions from the cross-validation run (averaged across folds) are also exported to CSV for inspection of model predictions"
Classifier that predicts activity class based on wearable sensor data. Human activity recognition dataset was used to train the model.,"This classifier predicts somebody’s activity class (sitting, standing up, standing, sitting down, walking). It is based on the Human Activity Recognition dataset. Human Activity Recognition (HAR) is an active research area, results of which have the potential to benefit the development of assistive technologies in order to support care of the elderly, the chronically ill and people with special needs. Activity recognition can be used to provide information about patients’ routines to support the development of e-health systems. Two approaches are commonly used for HAR: image processing and use of wearable sensors. In this case we will use information generated by wearable sensors (Ugulino et al, 2012).The complete description of this experiment can be found here: http://www.md2c.nl/how-to-build-a-human-activity-classifier-with-azure-machine-learning/.This experiment needs the -cleaned- HAR dataset"
This experiment uses the sample income dataset to compare the results of several different binary classification algorithms.,"The income dataset is split into 3 partitions: train (60%), test (20%), tune (20%). The Tune Model Hyperparameters module is then leveraged to get optimized results for several different binary classification algorithms. The best resulting models are then scored and compared against each other with a friendly output that makes it easy to view the varying results."
Analyzing consumer complaint data to determine the likelihood of customers raising dispute on a resolution,"Handling customer complaints and disputes is an integral part of the operations for any Company. If the process is not designed well, complaints could become a nightmare resulting in financial losses, lawsuits, employee dissatisfaction and brand damage. In this project we will be analyzing the customer complaint data from companies in the Financial services domain. We will be looking into a variety of parameters like Product (Mortgage, Credit Reporting, etc.) and the details of the complaints received from customers for these products. We will also be looking into the response from the Company to these complaints. The project objective is to create a prediction calculator which tells us whether the customer would dispute the resolution, after the Company has provided its response to the complaint."
This experiment uses a simple dataset to demonstrate the ability to predict soldiers resigning after their deployment,"Deployed Soldiers Classification Experiment.This experiment uses a simple fictitious dataset that represents US Soldiers who are deployed downrange and attempts to predict whether they will leave the Army after their deployment (represented in the training dataset by a 1 in the \""Active\"" column.\n\n\nData Flow\n---------\nThe experiment starts with a Convert to Dataset object (which is not entirely necessary for this dataset, but it's good practice to include it and remove missing values) and then uses the Project Columns object to remove unnecessary columns. The experiment then uses 2 split objects to create 3 datasets of 60%, 20% and 20% for Training, Validation and Testing. The experiment uses 2 models to train and then the Sweep Parameters object to find the best combination of parameters. Finally the models are scored and evaluated to determine which model performs best."
This experiment predicts if a customer will visit after the marketing campaign based on an unbalanced email marketing data,"This experiment predicts if a customer will visit after an email marketing campaign from a retailer. The training data was taken from this link: http://www.minethatdata.com/Kevin_Hillstrom_MineThatData_E-MailAnalytics_DataMiningChallenge_2008.03.20.csv. It is an unbalanced training data set with number of negative classes (visit = 0) far more outweighing the positive class instances. To overcome this limitation, Synthetic Minority Oversampling Technique (SMOTE) was used."
"Empirical Comparison of Decision Tree, Logistic Regression and Support Vector Machine algorithms used to predict the survivors in the Titanic dataset.","Three classification algorithms were considered (Decision Tree, Logistic Regression and Support Vector Machine) in the prediction of survivors in the Titanic disaster (focus is not on dataset). The performances of three models created were evaluated.The purpose of this research was to point out features of these learning algorithms that most influenced their individual predictive capabilities and to propose hypothetical combination of features of these three algorithms to form a hybrid algorithm with better predictive capabilities compared to the individual algorithms studied.A future research can make use of the result of this study to implement a new Learning Algorithm."
A very simple example of a classification model,This is a classification experiment based on the DAT101x course - Introduction to Data Science. I used the example of the gallery Lemonade Classification conducted by Jorge Guardado Cortés with some changes to the classification to be in agreement with the laboratory 4 of the course. Thank you to Jorge for his work.
"A classification model was created and  evaluated agains metrics like precision, recall and F1-score were. Few hyperparameters were also tuned.","A common problem in Machine Learning is model selection, which means determining which model performs the best with your data. You need to select the best model across different class of algorithms, like Decision Trees or Neural Networks, and different sets of hyperparameter like the Learning Rate or the Number of Iterations. Indeed picking the best algorithm is not enough, each algorithm make use of different parameters that need to be adjusted to produce the best performing model. This experiment makes use of the Tune Model Hyperparameters module to test out different combinations of parameters for a given algorithm. It performs a grid search on the set of hyperparameters.Stating that a model is the best performing model for a given classification task can be misleading, because the performance of a model can be evaluated with several metrics, for example Precision, Accuracy, Recall, or the F-Score. Depending on your use case, you might want to maximise one or the other. This experiments gives you the best model and parameters for each of the available metrics."
Prediction of wine quality using Multiclass Classification analysis,"The data contains quality ratings for a few thousands of wines (1599 red wine samples), along with their physical and chemical properties (11 predictors). We want to use these properties to predict a rating for a wine. This case study was addressed by Multiclass Classification analysis, where wine quality is modeled in from 0 (very bad) to 10 (excellent) so the number of classes were 11 .In this experiment we compare the performance of several Multiclass Classification algorithms available in Azure ML. "
This experiment demonstrates the use of cross validation in binary classification. The pipeline was desinged in R programming language .,"In this experiment, with the help of cross-validate module, we will decide which binary classifier algorithm to use for our dataset (adult census income binary dataset). This is an extension of the experiment Sample 3 : Cross Validation for Binary Classification: Adult Dataset. You can find the details of the experiment here.Using R script we can view the metrics from each classifier and select which classifier would perform the best. The output is shown below.Based on the results for maximum accuracy we would select Boosted Trees."
Analyzes PyPI publication statistics to determine the support of Python 3 over time. When will Python 3 be better supported than Python 2?,"Are you using Python 3 for your development? It has been out for 7+ years at this point. So, if you aren’t using it, why not? Since December of 2008, the initial release of Python 3, it seems the new version of Python has lived in the shadow of Python 2. And here we are, 7 years later, still looking at a world where people are using Python 2 and talking about how Python 3 doesn’t work for them. Python 3 has around 4 years to become the only support Python, as Python 2 Support is being discontinued as the version goes EOL (End of Life). Python 3 is gaining ground quickly and, before too long, will be better supported. And, if the data indicates correctly, it will be well before 2020.Read the Blog Post on Microsoft Python Engineering or view this notebook to see our analysis and use the data sources to come to your own conclusions.While getting the data was an interesting dev exercise, the real point is analyzing what is going on. We can use a Jupyter Notebook, Pandas, and the data we collected earlier to chart Python 2 and Python 3 package development to determine what trends may exist. The question we hope to answer is whether we are approaching the goal of the vast majority of active Python packages supporting Python 3 fast enough to meet the 2020 EOL of Python 2.Polyglot just means many languages which seems an appropriate word for packages that support two major versions of Python. It is also worth noting that, in a lot of ways, Polyglot is a necessary evil. In the beginning of Python 3, there were no Python 3 packages but there were Python 2 packages. It seemed more approachable by many to write a compatible package for both versions. This allowed them to provide Python 3 support in the early stages of adoption without developing a completely new package. As Python 3 continues, it becomes easier to justify writing Python 3 only packages that can leverage all of Python 3's features.We can fit trend lines to the data to attempt to find a fit line to use to predict the future. The data is fairly consistent so this should be good enough for getting an idea anyway. I again encourage you to try more advanced forecasting to see if you can't produce a better result.Let's start and try to find when Python 2 (Only) packages will drop to 10%. We will only look at the time period after the release of Python 3.3 since this is considered by many to be an inflection point for Python 3. This will make a linear fit line make more sense also and avoid early data from skewing our fit.If you use PyPI packages in your code consider showing the developers, both those that have ported and those that haven't, that developing on Python 3 is embraced by the community and their efforts are worthwhile. Thank the library developers for their efforts to support the ecosystem and provide you with libraries that help you complete and accomplish your tasks. Everyone appreciates being recognized for the work they do and it is a small thing to give thanks to those that provide us with a great ecosystem as Python developers."
The main objective of this model is to build a predictive model which is able to distinguish between main retail product categories.,"The data is collected from Otto Group which contains a dataset with 93 features for more than 200,000 products. It has a training dataset which has ID, Features and Target Class and a testing dataset which has ID and Features.Initially we are doing some preprocessing such as cleaning data and removing NAs like that.Then we are using Random Forest Classification Algorithm for classifying the products. There we used R Scripts for the Random Forest. We set the ntree as 100 for better classfication. The output will be the products with the classes which has to be there. The accuracy is 80%."
"The goal is to create a text multiclass classification experiment for a benchmark dataset 20newsgroups . The AML experiment created, using almost zero code, produces the similar accuracy (82-83 %) as other methods.","To make the dependences clear between training and scoring parts I put it all together. The experiment covers end to end solution where left part is used for training, parameters tuning and validation. The right branch is showing how to implement scoring experiment based on the trained model. In real deployment you would need to separate the right part and used saved training model and saved dictionary created by the training part. The data are provided as training and test sets, already split by the data provider. The data was converted to the csv files from the original format.In order to avoid model overfitting, the test dataset is split into two parts test and validation sets where the test set is used for hyperparameters tuning and validation set for the final model assessment.Note: The full run of the experiment can take upto x hours. In order to shorten the time you can remove the Tune model hyperparameters module and use Train Module instead."
Loan Granting Binary Classification experiment determining the likelihood of the loan being repaid,"After completing the courses in the [Microsoft Professional Degree Data Science Curriculum](http://aka.ms/lexdsc), it’s time to put all that you have learned into practice. Before entering this competition, you should register for the [Data Science Professional Project](https://www.edx.org/course/data-science-professional-project-microsoft-dat102x) course on edX and review the detailed information there.This competition concerns loan data. When a customer applies for a loan, banks and other credit providers use statistical models to determine whether or not to grant the loan based on the likelihood of the loan being repaid. The factors involved in determining this likelihood are complex, and extensive statistical analysis and modelling are required to predict the outcome for each individual case. You must implement a model that predicts loan repayment or default based on the data provided.The dataset used in this competition consists of synthetic data that was generated specifically for use in this project. The data is designed to exhibit similar characteristics to genuine loan data."
"Microsoft Azure Machine Learning provides a cloud-based platform for data scientists to easily build and deploy end-to-end machine learning solutions from the raw data input to consumable web service end point.This predictive maintenance template used the scenario of aircraft engine operation with failure conditions to illustrate the process of predicting future failure events. This template can be adapted to other predictive maintenance scenarios where the data representative of the asset is available in both operating conditions and failure conditions, and the failure probability shows an age related pattern.This experiment demonstrates the steps in building a predictive maintenance solution.","Predictive maintenance encompasses a variety of topics, including but not limited to: failure prediction, failure diagnosis (root cause analysis), failure detection, failure type classification, and recommendation of mitigation or maintenance actions after failure. As part of the Azure Machine Learning offering, Microsoft provides a template that helps data scientists easily build and deploy a predictive maintenance solution. This predictive maintenance template focuses on the techniques used to predict when an in-service machine will fail, so that maintenance can be planned in advance. The template includes a collection of pre-configured machine learning modules, as well as custom R scripts in the Execute R Script module, to enable an end-to-end solution from data processing to deploying of the machine learning model.The time units mentioned above can be replaced by working hours, cycles, mileage, transactions, etc. based on the actual scenario.This template uses the example of simulated aircraft engine run-to-failure events to demonstrate the predictive maintenance modeling process. The implicit assumption of modeling data as done below is that the asset of interest has a progressing degradation pattern, which is reflected in the asset's sensor measurements. By examining the asset's sensor values over time, the machine learning algorithm can learn the relationship between the sensor values and changes in sensor values to the historical failures in order to predict failures in the future. We suggest examining the data format and going through all three steps of the template before replacing the data with your own.
The template is divided into 3 separate steps with 7 experiments in total, where the first step has 1 experiment, and the other two steps each contains 3 experiments each addressing one of the modeling solutions.There are two general sampling methods to help balance the class distribution: sampling down the majority class, or sampling up the minority class. The first method is implemented in the Step 2B expriment (box 2); while not implemented here, the SMOTE module in Azure ML is one implementation of the latter method.we train and evaluate two multiclass classification models: Multiclass Logistic Regression and Multiclass Neural Network, and two ordinal regression models on Two-Class Logistic Regression and Two-Class Neural Network. Ordinal regression is a type of regression analysis used to predict an ordinal variable. An ordinal variable is the variable whose value can be ranked or ordered, but the real distance between these values is unknown. In the multi-class classification problem formulated here, the class attribute ""label2"" is an ordinal variable, as its value reflects the severity of the failure progress. Therefore, we consider it is appropriate to use ordinal regression, which takes into account of this relative ordering information, instead of only treating the class attribute as an categorical variable.When evaluating the ordinal regression models, the resulting metrics are similar to the results from regression models.In order to apply any trained models into the scoring experiment, these trained models have to be saved in the training experiment. The following figures show how trained models are saved during Step 2, and the saved models are shown in the ""Trained Models"" tab on the left-hand panel of the Azure ML studio.The trained model is now ready for deployment as a web service. To deploy a model, we need to connect all the data processing, feature engineering, scoring modules, saved transformations, and saved trained models to form one scoring experiment.Once a machine learning model is deployed as a web service, it can be consumed by a range of options, such as a mobile application, web site, Power BI dashboard, or even a Excel document. For details on consumtion, see http://azure.microsoft.com/en-us/documentation/articles/machine-learning-consume-web-services/.The web service input is set to be after the pre-processing steps where the data is aggregated to a single row to score for each unit. When the scoring experiment is published a web service, it thus expects the user to input the aggregated data rather than the raw features. This makes it easier to use RRS to score a given unit, as it is just a single row that is used for predictions. Alternatively, one could set the web service input to be before the pre-processing steps, and use batch scoring or multiple rows to predict for a given unit."
This experiment shows how to build ensemble of heterogeneous classifiers using stacking technique.,"The experiment shows how to implement stacking technique for building ensemble of classifiers. This technique was introduced in [1]. We use 4 base classifiers: averaged perceptron, decision forest, decision jungle and logistic regression. Our dataset is CRM upsell dataset from KDD Cup 2009. We would like to find a classifier that optimizes AUC.In the right part of experiment we build 4 base classifiers using the full training set and obtain baseline AUC performance. In the left part of experiment we build a stacked ensemble of classifiers. We split the training set into set 1 and set 2. Set 1 is used to train 4 base classifiers. Set 2 is used to find their best combination. Base classifiers and their ensemble are tuned to optimize AUC.The final results are output of the bottom Execute R module:"
"Classification Experiment involving Real Estate Data and if the home will sell for asking price, more, or not.",Insights into the Rhode Island Real Estate Market; and variables that might help sellers capture listing price or more - a classification experiment performed in R and Azure ML.This project was completed as a final project for Fundamentals of Data Science at Harvard University towards a Graduate Certificate in Data Science.
"This experiment demonstrates how we can build a binary classification model to predict income levels of adult individuals. The process includes training, testing and evaluating the model on the Adult dataset.","In this sample experiment we will train a binary classifier on the Adult dataset, to predict whether an individual’s income is greater or less than $50,000. We will show how you can perform basic data processing operations, split the dataset into training and test sets, train the model, score the test dataset, and evaluate the predictions.From these results, you can see that the Two-Class Boosted Decision Tree is fairly accurate in predicting income for the Adult Census Income dataset."
This experiment takes San Francisco crime data and evaluates which crimes are likeliest to occur at which places and times.,"In our minds today, San Francisco bustles with technology and innovation, not suffers from criminal activity that led to the creation of Alcatraz. With all of this growth, however, there comes a price: crime. This project uses a combination of Microsoft’s Azure Machine Learning Studio and Python’s Pandas data analysis library in order to predict the category of crime that could occur in San Francisco, given multiple parameters including location and time. This will allow for residents or visitors of a certain location to prepare themselves for the eventuality of a certain crime, as well as help police officers strengthen their protection of a certain area against this criminal activity.San Francisco recognizes 39 different categories. Many of these are differentiated on a technical basis; in this experiment, many similar categories were combined to create 6 instead of 39. In addition, there were 24,931 unique values in the “Address” column. A counting transform was used on this column with the “Category” column as the label. Finally, the “Resolution” and “Descript” columns were taken out because residents would not have access to them until after the crime takes place. They cannot enter it into the algorithm, and it must therefore be trained without them.The results had an overall accuracy of 38.99%. Perhaps with more data manipulation and experimentation, this could be increased to higher levels and provide significant aid to police and residents in thwarting crime."
This experiment uses the Heart Disease dataset from the UCI Machine Learning repository to train a model for heart disease prediction.,"The Heart Disease prediction dataset is used from the UCI Machine Learning repository to develop two models, a neural network and a two class boosted decision tree. The two class boosted decision tree yields a higher accuracy in predicting the readmission flag, which has been provided in the training data. Appropriate splits of the dataset to training, validation and test data are also taken into consideration.Accuracy achieved ~88%."
